sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7759824-7770083.1	7759824	7770083	10259	7	11	1	0.67889	antibacterial	0.68	0.07	0.07	0.17		0.00	0.04	0.09	0.26	0.43	0.00	0.34	NC_003888.3_NC_003888.3_6909;NC_003888.3_NC_003888.3_6910;NC_003888.3_NC_003888.3_6911;NC_003888.3_NC_003888.3_6912;NC_003888.3_NC_003888.3_6913;NC_003888.3_NC_003888.3_6914;NC_003888.3_NC_003888.3_6915	PF00067	PF01400;PF13191;PF08281;PF00196;PF13384;PF12770;PF13424;PF13432;PF00082;PF04542;PF00067
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7845510-7847365.1	7845510	7847365	1855	2	8	0	0.60306	antibacterial	0.82	0.06	0.17	0.25		0.00	0.06	0.16	0.21	0.33	0.00	0.26	NC_003888.3_NC_003888.3_6974;NC_003888.3_NC_003888.3_6975		PF00392;PF14502;PF13545;PF13518;PF08220;PF08279;PF05448;PF00326
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7902487-7918281.1	7902487	7918281	15794	13	35	9	0.71780		0.41	0.48	0.26	0.05		0.09	0.26	0.28	0.16	0.07	0.08	0.12	NC_003888.3_NC_003888.3_7027;NC_003888.3_NC_003888.3_7028;NC_003888.3_NC_003888.3_7029;NC_003888.3_NC_003888.3_7030;NC_003888.3_NC_003888.3_7031;NC_003888.3_NC_003888.3_7032;NC_003888.3_NC_003888.3_7033;NC_003888.3_NC_003888.3_7034;NC_003888.3_NC_003888.3_7035;NC_003888.3_NC_003888.3_7036;NC_003888.3_NC_003888.3_7037;NC_003888.3_NC_003888.3_7038;NC_003888.3_NC_003888.3_7039	PF01266;PF08242;PF02585;PF00171;PF08241;PF00583;PF00501;PF01370;PF04321	PF17197;PF00171;PF00501;PF02585;PF14759;PF07992;PF13738;PF00070;PF03486;PF01266;PF13450;PF01262;PF13489;PF08241;PF08242;PF13649;PF05891;PF02826;PF00033;PF14358;PF13631;PF12697;PF12695;PF12146;PF13673;PF00583;PF13508;PF00198;PF00364;PF00456;PF05368;PF13460;PF10021;PF01370;PF04321
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7919132-7921208.1	7919132	7921208	2076	2	10	1	0.50408		0.32	0.04	0.47	0.08		0.04	0.10	0.39	0.23	0.15	0.06	0.07	NC_003888.3_NC_003888.3_7041;NC_003888.3_NC_003888.3_7042	PF01050	PF02311;PF00190;PF07883;PF01050;PF13347;PF07690;PF00083;PF05977;PF06609;PF12832
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7922096-7922885.1	7922096	7922885	789	1	1	0	0.50917	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_7044		PF04248
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7928147-7929485.1	7928147	7929485	1338	2	4	1	0.53907	antibacterial	0.83	0.13	0.15	0.41	Polyketide	0.01	0.17	0.04	0.56	0.17	0.03	0.12	NC_003888.3_NC_003888.3_7049;NC_003888.3_NC_003888.3_7050	PF01370	PF02566;PF05368;PF01370;PF13460
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7955999-7956833.1	7955999	7956833	834	1	1	0	0.58086	antibacterial	0.98	0.11	0.04	0.17	Terpene	0.00	0.10	0.04	0.15	0.06	0.02	0.65	NC_003888.3_NC_003888.3_7074		PF04909
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7966014-7973441.1	7966014	7973441	7427	5	12	1	0.58093	antibacterial	0.68	0.06	0.10	0.30		0.00	0.08	0.26	0.15	0.22	0.12	0.18	NC_003888.3_NC_003888.3_7083;NC_003888.3_NC_003888.3_7084;NC_003888.3_NC_003888.3_7085;NC_003888.3_NC_003888.3_7086;NC_003888.3_NC_003888.3_7087	PF00903	PF07602;PF05048;PF13229;PF03422;PF00903;PF13191;PF13401;PF08281;PF13936;PF00196;PF13384;PF04686
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_7977962-7981423.1	7977962	7981423	3461	3	7	1	0.59622	antibacterial	0.81	0.10	0.13	0.29		0.00	0.28	0.13	0.39	0.19	0.04	0.19	NC_003888.3_NC_003888.3_7089;NC_003888.3_NC_003888.3_7090;NC_003888.3_NC_003888.3_7091	PF03992	PF13384;PF00196;PF13518;PF08279;PF13542;PF01510;PF03992
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8003570-8072654.1	8003570	8072654	69084	63	123	12	0.74116	cytotoxic	0.29	0.51	0.17	0.10		0.06	0.33	0.16	0.24	0.08	0.09	0.12	NC_003888.3_NC_003888.3_7110;NC_003888.3_NC_003888.3_7111;NC_003888.3_NC_003888.3_7112;NC_003888.3_NC_003888.3_7113;NC_003888.3_NC_003888.3_7114;NC_003888.3_NC_003888.3_7115;NC_003888.3_NC_003888.3_7116;NC_003888.3_NC_003888.3_7117;NC_003888.3_NC_003888.3_7118;NC_003888.3_NC_003888.3_7119;NC_003888.3_NC_003888.3_7120;NC_003888.3_NC_003888.3_7121;NC_003888.3_NC_003888.3_7122;NC_003888.3_NC_003888.3_7123;NC_003888.3_NC_003888.3_7124;NC_003888.3_NC_003888.3_7125;NC_003888.3_NC_003888.3_7126;NC_003888.3_NC_003888.3_7127;NC_003888.3_NC_003888.3_7128;NC_003888.3_NC_003888.3_7129;NC_003888.3_NC_003888.3_7130;NC_003888.3_NC_003888.3_7131;NC_003888.3_NC_003888.3_7132;NC_003888.3_NC_003888.3_7133;NC_003888.3_NC_003888.3_7134;NC_003888.3_NC_003888.3_7135;NC_003888.3_NC_003888.3_7136;NC_003888.3_NC_003888.3_7137;NC_003888.3_NC_003888.3_7138;NC_003888.3_NC_003888.3_7139;NC_003888.3_NC_003888.3_7140;NC_003888.3_NC_003888.3_7141;NC_003888.3_NC_003888.3_7142;NC_003888.3_NC_003888.3_7143;NC_003888.3_NC_003888.3_7144;NC_003888.3_NC_003888.3_7145;NC_003888.3_NC_003888.3_7146;NC_003888.3_NC_003888.3_7147;NC_003888.3_NC_003888.3_7148;NC_003888.3_NC_003888.3_7149;NC_003888.3_NC_003888.3_7150;NC_003888.3_NC_003888.3_7151;NC_003888.3_NC_003888.3_7152;NC_003888.3_NC_003888.3_7153;NC_003888.3_NC_003888.3_7154;NC_003888.3_NC_003888.3_7155;NC_003888.3_NC_003888.3_7156;NC_003888.3_NC_003888.3_7157;NC_003888.3_NC_003888.3_7158;NC_003888.3_NC_003888.3_7159;NC_003888.3_NC_003888.3_7160;NC_003888.3_NC_003888.3_7161;NC_003888.3_NC_003888.3_7162;NC_003888.3_NC_003888.3_7163;NC_003888.3_NC_003888.3_7164;NC_003888.3_NC_003888.3_7165;NC_003888.3_NC_003888.3_7166;NC_003888.3_NC_003888.3_7167;NC_003888.3_NC_003888.3_7168;NC_003888.3_NC_003888.3_7169;NC_003888.3_NC_003888.3_7170;NC_003888.3_NC_003888.3_7171;NC_003888.3_NC_003888.3_7172	PF01636;PF01266;PF08545;PF02894;PF01408;PF01494;PF08241;PF00501;PF01593;PF01370;PF03364;PF00561	PF04075;PF12802;PF01047;PF13463;PF09339;PF01325;PF14342;PF00561;PF12697;PF12146;PF12158;PF10604;PF03364;PF00652;PF14200;PF06439;PF06283;PF00652;PF14200;PF03422;PF00801;PF07995;PF01135;PF13489;PF01209;PF13847;PF13649;PF08241;PF13578;PF12698;PF12051;PF04229;PF01032;PF13476;PF00005;PF13555;PF13191;PF13304;PF06414;PF13671;PF01497;PF00300;PF13581;PF02518;PF07228;PF08448;PF08545;PF08392;PF00195;PF02909;PF00440;PF01494;PF07681;PF03067;PF02839;PF01957;PF01145;PF13229;PF07602;PF16990;PF03422;PF11350;PF00072;PF00486;PF00672;PF00512;PF02518;PF00115;PF12270;PF13631;PF00033;PF01292;PF03860;PF09995;PF00069;PF07714;PF01163;PF06293;PF01636;PF13374;PF13424;PF01946;PF01494;PF01266;PF12831;PF00890;PF07992;PF03486;PF01134;PF00070;PF13450;PF01593;PF05547;PF00144;PF00501;PF13193;PF00561;PF12697;PF12146;PF03096;PF04149;PF00582;PF07336;PF11706;PF01510;PF01636;PF01633;PF07228;PF08448;PF08447;PF02894;PF01408;PF08386;PF00561;PF03777;PF14437;PF00383;PF07992;PF01494;PF03807;PF01370;PF13460;PF03779
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8074200-8075100.1	8074200	8075100	900	1	1	1	0.50574	antibacterial	0.83	0.05	0.16	0.29		0.05	0.08	0.07	0.30	0.21	0.03	0.31	NC_003888.3_NC_003888.3_7175	PF00248	PF00248
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8078531-8079047.1	8078531	8079047	516	1	3	0	0.57140	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_7180		PF04978;PF05163;PF12867
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8080100-8081558.1	8080100	8081558	1458	2	2	1	0.63624	antibacterial	0.82	0.05	0.14	0.27		0.05	0.07	0.13	0.29	0.20	0.03	0.29	NC_003888.3_NC_003888.3_7182;NC_003888.3_NC_003888.3_7183	PF00248	PF00248;PF12680
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8088495-8089903.1	8088495	8089903	1408	2	2	1	0.57086	antibacterial	0.86	0.06	0.18	0.25		0.00	0.09	0.12	0.33	0.20	0.03	0.29	NC_003888.3_NC_003888.3_7193;NC_003888.3_NC_003888.3_7194	PF00903	PF06983;PF00903
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8090750-8092010.1	8090750	8092010	1260	1	3	1	0.53063	antibacterial	0.72	0.12	0.25	0.34		0.11	0.01	0.14	0.46	0.26	0.00	0.08	NC_003888.3_NC_003888.3_7196	PF01494	PF13450;PF01494;PF08491
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8094133-8097306.1	8094133	8097306	3173	3	4	0	0.62085		0.40	0.04	0.30	0.15		0.00	0.11	0.07	0.32	0.25	0.03	0.29	NC_003888.3_NC_003888.3_7200;NC_003888.3_NC_003888.3_7201;NC_003888.3_NC_003888.3_7202		PF04686;PF00296;PF07714;PF00069
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8168061-8170689.1	8168061	8170689	2628	3	3	2	0.59075	antibacterial	0.83	0.05	0.17	0.28		0.05	0.07	0.26	0.21	0.17	0.02	0.25	NC_003888.3_NC_003888.3_7264;NC_003888.3_NC_003888.3_7265;NC_003888.3_NC_003888.3_7266	PF02668;PF00248	PF13298;PF00248;PF02668
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8172313-8173069.1	8172313	8173069	756	1	6	2	0.63484	antibacterial	0.52	0.07	0.10	0.44		0.00	0.38	0.18	0.38	0.02	0.02	0.03	NC_003888.3_NC_003888.3_7268	PF00975;PF00561	PF01738;PF12697;PF02230;PF12146;PF00561;PF00975
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8173886-8184384.1	8173886	8184384	10498	10	19	5	0.61466		0.46	0.10	0.39	0.11	Polyketide	0.03	0.20	0.11	0.65	0.00	0.03	0.03	NC_003888.3_NC_003888.3_7270;NC_003888.3_NC_003888.3_7271;NC_003888.3_NC_003888.3_7272;NC_003888.3_NC_003888.3_7273;NC_003888.3_NC_003888.3_7274;NC_003888.3_NC_003888.3_7275;NC_003888.3_NC_003888.3_7276;NC_003888.3_NC_003888.3_7277;NC_003888.3_NC_003888.3_7278;NC_003888.3_NC_003888.3_7279	PF00106;PF08240;PF08659;PF00107;PF01370	PF13556;PF13602;PF00107;PF16912;PF02254;PF08240;PF13561;PF00106;PF08659;PF00440;PF11716;PF07398;PF03600;PF02040;PF05977;PF07690;PF01370;PF16363;PF01073
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8190449-8218007.1	8190449	8218007	27558	29	63	9	0.75172		0.45	0.44	0.19	0.08		0.02	0.09	0.27	0.31	0.17	0.11	0.13	NC_003888.3_NC_003888.3_7286;NC_003888.3_NC_003888.3_7287;NC_003888.3_NC_003888.3_7288;NC_003888.3_NC_003888.3_7289;NC_003888.3_NC_003888.3_7290;NC_003888.3_NC_003888.3_7291;NC_003888.3_NC_003888.3_7292;NC_003888.3_NC_003888.3_7293;NC_003888.3_NC_003888.3_7294;NC_003888.3_NC_003888.3_7295;NC_003888.3_NC_003888.3_7296;NC_003888.3_NC_003888.3_7297;NC_003888.3_NC_003888.3_7298;NC_003888.3_NC_003888.3_7299;NC_003888.3_NC_003888.3_7300;NC_003888.3_NC_003888.3_7301;NC_003888.3_NC_003888.3_7302;NC_003888.3_NC_003888.3_7303;NC_003888.3_NC_003888.3_7304;NC_003888.3_NC_003888.3_7305;NC_003888.3_NC_003888.3_7306;NC_003888.3_NC_003888.3_7307;NC_003888.3_NC_003888.3_7308;NC_003888.3_NC_003888.3_7309;NC_003888.3_NC_003888.3_7310;NC_003888.3_NC_003888.3_7311;NC_003888.3_NC_003888.3_7312;NC_003888.3_NC_003888.3_7313;NC_003888.3_NC_003888.3_7314	PF01266;PF00106;PF01494;PF08659;PF01243;PF04055;PF01593;PF03364;PF00561	PF04972;PF14907;PF07228;PF10604;PF09297;PF00999;PF13493;PF00089;PF02983;PF10604;PF03364;PF01266;PF01946;PF03486;PF12831;PF00890;PF01494;PF00070;PF13450;PF01593;PF00106;PF08659;PF13561;PF01593;PF01266;PF01946;PF00070;PF07992;PF01494;PF12831;PF00890;PF13450;PF01593;PF00892;PF00083;PF13347;PF07690;PF03583;PF12697;PF00561;PF12146;PF05448;PF00326;PF00929;PF01032;PF01497;PF13401;PF00005;PF13191;PF13604;PF13304;PF13671;PF02492;PF13555;PF02463;PF13175;PF13476;PF01243;PF04055;PF04672;PF14602;PF00132;PF12464
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8228870-8235982.1	8228870	8235982	7112	8	11	3	0.67244	antibacterial	0.80	0.06	0.19	0.16	Terpene	0.10	0.02	0.04	0.20	0.14	0.01	0.55	NC_003888.3_NC_003888.3_7322;NC_003888.3_NC_003888.3_7323;NC_003888.3_NC_003888.3_7324;NC_003888.3_NC_003888.3_7325;NC_003888.3_NC_003888.3_7326;NC_003888.3_NC_003888.3_7327;NC_003888.3_NC_003888.3_7328;NC_003888.3_NC_003888.3_7329	PF00106;PF00067;PF08659	PF00106;PF08659;PF13561;PF13460;PF03631;PF02746;PF13378;PF00067;PF03029;PF13479;PF05331
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8241247-8241685.1	8241247	8241685	438	1	1	0	0.52761	antibacterial	0.89	0.01	0.03	0.09		0.00	0.01	0.05	0.02	0.46	0.01	0.46	NC_003888.3_NC_003888.3_7335		PF07883
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8242354-8286428.1	8242354	8286428	44074	46	107	13	0.73889		0.29	0.47	0.33	0.14		0.06	0.36	0.31	0.20	0.11	0.01	0.04	NC_003888.3_NC_003888.3_7337;NC_003888.3_NC_003888.3_7338;NC_003888.3_NC_003888.3_7339;NC_003888.3_NC_003888.3_7340;NC_003888.3_NC_003888.3_7341;NC_003888.3_NC_003888.3_7342;NC_003888.3_NC_003888.3_7343;NC_003888.3_NC_003888.3_7344;NC_003888.3_NC_003888.3_7345;NC_003888.3_NC_003888.3_7346;NC_003888.3_NC_003888.3_7347;NC_003888.3_NC_003888.3_7348;NC_003888.3_NC_003888.3_7349;NC_003888.3_NC_003888.3_7350;NC_003888.3_NC_003888.3_7351;NC_003888.3_NC_003888.3_7352;NC_003888.3_NC_003888.3_7353;NC_003888.3_NC_003888.3_7354;NC_003888.3_NC_003888.3_7355;NC_003888.3_NC_003888.3_7356;NC_003888.3_NC_003888.3_7357;NC_003888.3_NC_003888.3_7358;NC_003888.3_NC_003888.3_7359;NC_003888.3_NC_003888.3_7360;NC_003888.3_NC_003888.3_7361;NC_003888.3_NC_003888.3_7362;NC_003888.3_NC_003888.3_7363;NC_003888.3_NC_003888.3_7364;NC_003888.3_NC_003888.3_7365;NC_003888.3_NC_003888.3_7366;NC_003888.3_NC_003888.3_7367;NC_003888.3_NC_003888.3_7368;NC_003888.3_NC_003888.3_7369;NC_003888.3_NC_003888.3_7370;NC_003888.3_NC_003888.3_7371;NC_003888.3_NC_003888.3_7372;NC_003888.3_NC_003888.3_7373;NC_003888.3_NC_003888.3_7374;NC_003888.3_NC_003888.3_7375;NC_003888.3_NC_003888.3_7376;NC_003888.3_NC_003888.3_7377;NC_003888.3_NC_003888.3_7378;NC_003888.3_NC_003888.3_7379;NC_003888.3_NC_003888.3_7380;NC_003888.3_NC_003888.3_7381;NC_003888.3_NC_003888.3_7382	PF08242;PF00171;PF00857;PF00975;PF01494;PF00891;PF03061;PF08241;PF03992;PF00583;PF00501;PF00067;PF00561	PF11563;PF00042;PF00970;PF08030;PF00175;PF01955;PF06532;PF02031;PF05547;PF00413;PF00126;PF13556;PF03466;PF03413;PF06779;PF07690;PF00083;PF06609;PF13347;PF00171;PF02775;PF00205;PF02776;PF00126;PF13556;PF03466;PF03575;PF12697;PF12146;PF00561;PF03096;PF00975;PF00440;PF02878;PF02879;PF02880;PF00408;PF00067;PF05175;PF13489;PF02353;PF13847;PF07021;PF13649;PF08241;PF08242;PF13578;PF13581;PF13302;PF00583;PF00989;PF13188;PF08448;PF13426;PF01590;PF13185;PF13492;PF07228;PF04203;PF03992;PF04486;PF04673;PF00891;PF13649;PF16864;PF08100;PF13229;PF07602;PF12708;PF05048;PF02659;PF04471;PF13156;PF00857;PF06737;PF00005;PF13555;PF13304;PF12128;PF00089;PF13365;PF09342;PF01925;PF13581;PF13589;PF02518;PF03259;PF05331;PF00009;PF08477;PF00071;PF01926;PF03029;PF11991;PF00743;PF07992;PF13738;PF13434;PF13450;PF00890;PF01494;PF14535;PF00501;PF03061;PF05138;PF06243;PF05138
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8288250-8293976.1	8288250	8293976	5726	5	6	1	0.61630	antibacterial	0.66	0.04	0.13	0.40	Polyketide	0.01	0.00	0.17	0.69	0.05	0.06	0.03	NC_003888.3_NC_003888.3_7385;NC_003888.3_NC_003888.3_7386;NC_003888.3_NC_003888.3_7387;NC_003888.3_NC_003888.3_7388;NC_003888.3_NC_003888.3_7389	PF01636	PF05426;PF01636;PF05977;PF09835;PF07690;PF11706
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8311491-8314671.1	8311491	8314671	3180	2	2	0	0.52537	antibacterial	0.86	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	NC_003888.3_NC_003888.3_7409;NC_003888.3_NC_003888.3_7410		PF02133;PF04616
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8319173-8321994.1	8319173	8321994	2821	2	4	1	0.61003	antibacterial	0.87	0.06	0.18	0.25		0.00	0.07	0.27	0.23	0.17	0.02	0.27	NC_003888.3_NC_003888.3_7415;NC_003888.3_NC_003888.3_7416	PF02668	PF02837;PF00703;PF02836;PF02668
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8438150-8466318.1	8438150	8466318	28168	27	48	3	0.69385		0.44	0.44	0.18	0.13		0.08	0.01	0.40	0.20	0.10	0.14	0.25	NC_003888.3_NC_003888.3_7519;NC_003888.3_NC_003888.3_7520;NC_003888.3_NC_003888.3_7521;NC_003888.3_NC_003888.3_7522;NC_003888.3_NC_003888.3_7523;NC_003888.3_NC_003888.3_7524;NC_003888.3_NC_003888.3_7525;NC_003888.3_NC_003888.3_7526;NC_003888.3_NC_003888.3_7527;NC_003888.3_NC_003888.3_7528;NC_003888.3_NC_003888.3_7529;NC_003888.3_NC_003888.3_7530;NC_003888.3_NC_003888.3_7531;NC_003888.3_NC_003888.3_7532;NC_003888.3_NC_003888.3_7533;NC_003888.3_NC_003888.3_7534;NC_003888.3_NC_003888.3_7535;NC_003888.3_NC_003888.3_7536;NC_003888.3_NC_003888.3_7537;NC_003888.3_NC_003888.3_7538;NC_003888.3_NC_003888.3_7539;NC_003888.3_NC_003888.3_7540;NC_003888.3_NC_003888.3_7541;NC_003888.3_NC_003888.3_7542;NC_003888.3_NC_003888.3_7543;NC_003888.3_NC_003888.3_7544;NC_003888.3_NC_003888.3_7545	PF01266;PF02585;PF01494	PF04029;PF04264;PF13581;PF13560;PF13413;PF01381;PF04149;PF04672;PF09339;PF12802;PF13412;PF01614;PF01740;PF13466;PF04343;PF14534;PF12680;PF02233;PF12769;PF01262;PF05222;PF02909;PF00440;PF00070;PF03486;PF07992;PF01494;PF01266;PF13450;PF13738;PF01494;PF03486;PF01872;PF07995;PF02746;PF13378;PF00300;PF13385;PF02210;PF00149;PF02585;PF00704;PF09346;PF14568;PF02031;PF00413;PF00150;PF00553
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8468384-8563058.1	8468384	8563058	94674	88	209	23	0.91964	cytotoxic	0.48	0.54	0.21	0.15	NRP	0.01	0.64	0.08	0.42	0.00	0.04	0.02	NC_003888.3_NC_003888.3_7547;NC_003888.3_NC_003888.3_7548;NC_003888.3_NC_003888.3_7549;NC_003888.3_NC_003888.3_7550;NC_003888.3_NC_003888.3_7551;NC_003888.3_NC_003888.3_7552;NC_003888.3_NC_003888.3_7553;NC_003888.3_NC_003888.3_7554;NC_003888.3_NC_003888.3_7555;NC_003888.3_NC_003888.3_7556;NC_003888.3_NC_003888.3_7557;NC_003888.3_NC_003888.3_7558;NC_003888.3_NC_003888.3_7559;NC_003888.3_NC_003888.3_7560;NC_003888.3_NC_003888.3_7561;NC_003888.3_NC_003888.3_7562;NC_003888.3_NC_003888.3_7563;NC_003888.3_NC_003888.3_7564;NC_003888.3_NC_003888.3_7565;NC_003888.3_NC_003888.3_7566;NC_003888.3_NC_003888.3_7567;NC_003888.3_NC_003888.3_7568;NC_003888.3_NC_003888.3_7569;NC_003888.3_NC_003888.3_7570;NC_003888.3_NC_003888.3_7571;NC_003888.3_NC_003888.3_7572;NC_003888.3_NC_003888.3_7573;NC_003888.3_NC_003888.3_7574;NC_003888.3_NC_003888.3_7575;NC_003888.3_NC_003888.3_7576;NC_003888.3_NC_003888.3_7577;NC_003888.3_NC_003888.3_7578;NC_003888.3_NC_003888.3_7579;NC_003888.3_NC_003888.3_7580;NC_003888.3_NC_003888.3_7581;NC_003888.3_NC_003888.3_7582;NC_003888.3_NC_003888.3_7583;NC_003888.3_NC_003888.3_7584;NC_003888.3_NC_003888.3_7585;NC_003888.3_NC_003888.3_7586;NC_003888.3_NC_003888.3_7587;NC_003888.3_NC_003888.3_7588;NC_003888.3_NC_003888.3_7589;NC_003888.3_NC_003888.3_7590;NC_003888.3_NC_003888.3_7591;NC_003888.3_NC_003888.3_7592;NC_003888.3_NC_003888.3_7593;NC_003888.3_NC_003888.3_7594;NC_003888.3_NC_003888.3_7595;NC_003888.3_NC_003888.3_7596;NC_003888.3_NC_003888.3_7597;NC_003888.3_NC_003888.3_7598;NC_003888.3_NC_003888.3_7599;NC_003888.3_NC_003888.3_7600;NC_003888.3_NC_003888.3_7601;NC_003888.3_NC_003888.3_7602;NC_003888.3_NC_003888.3_7603;NC_003888.3_NC_003888.3_7604;NC_003888.3_NC_003888.3_7605;NC_003888.3_NC_003888.3_7606;NC_003888.3_NC_003888.3_7607;NC_003888.3_NC_003888.3_7608;NC_003888.3_NC_003888.3_7609;NC_003888.3_NC_003888.3_7610;NC_003888.3_NC_003888.3_7611;NC_003888.3_NC_003888.3_7612;NC_003888.3_NC_003888.3_7613;NC_003888.3_NC_003888.3_7614;NC_003888.3_NC_003888.3_7615;NC_003888.3_NC_003888.3_7616;NC_003888.3_NC_003888.3_7617;NC_003888.3_NC_003888.3_7618;NC_003888.3_NC_003888.3_7619;NC_003888.3_NC_003888.3_7620;NC_003888.3_NC_003888.3_7621;NC_003888.3_NC_003888.3_7622;NC_003888.3_NC_003888.3_7623;NC_003888.3_NC_003888.3_7624;NC_003888.3_NC_003888.3_7625;NC_003888.3_NC_003888.3_7626;NC_003888.3_NC_003888.3_7627;NC_003888.3_NC_003888.3_7628;NC_003888.3_NC_003888.3_7629;NC_003888.3_NC_003888.3_7630;NC_003888.3_NC_003888.3_7631;NC_003888.3_NC_003888.3_7632;NC_003888.3_NC_003888.3_7633;NC_003888.3_NC_003888.3_7634	PF08242;PF00106;PF00891;PF00107;PF00583;PF00501;PF01370;PF03364;PF01408;PF00903;PF00975;PF01494;PF00248;PF08241;PF00668;PF00067;PF01266;PF01636;PF00857;PF08240;PF08541;PF08659;PF00561	PF12802;PF01047;PF13463;PF12840;PF03466;PF00126;PF03446;PF12893;PF00903;PF08922;PF16653;PF03435;PF01113;PF02254;PF00440;PF02909;PF13828;PF13499;PF13833;PF13405;PF00036;PF13202;PF00196;PF08281;PF00072;PF07730;PF00561;PF08386;PF13977;PF16859;PF00440;PF13302;PF13420;PF00583;PF00903;PF00248;PF00248;PF13563;PF01186;PF01494;PF01266;PF13450;PF07885;PF00520;PF01872;PF07690;PF06779;PF01035;PF04343;PF11160;PF08240;PF00107;PF13602;PF01966;PF01494;PF05834;PF03486;PF07992;PF01946;PF01266;PF12831;PF00890;PF13450;PF01134;PF13738;PF04191;PF04140;PF08541;PF02797;PF00195;PF08392;PF01040;PF03640;PF13473;PF00127;PF06902;PF13459;PF13370;PF00496;PF00528;PF00528;PF13304;PF00005;PF13481;PF13191;PF13401;PF00004;PF02463;PF13193;PF00501;PF00550;PF00668;PF00501;PF13193;PF00668;PF00501;PF13489;PF01209;PF13847;PF13649;PF08242;PF08241;PF13193;PF00550;PF12697;PF00975;PF00561;PF01738;PF03435;PF01370;PF13460;PF01408;PF00891;PF13489;PF13649;PF08241;PF08242;PF00067;PF00975;PF12697;PF12146;PF13489;PF05219;PF13649;PF08242;PF08241;PF00664;PF00005;PF13555;PF13191;PF13401;PF13479;PF02463;PF00664;PF00005;PF13555;PF13191;PF02463;PF00425;PF13561;PF00106;PF01370;PF08659;PF00440;PF00903;PF12802;PF01047;PF09339;PF13412;PF13545;PF02333;PF01209;PF13649;PF08241;PF08242;PF09278;PF13411;PF00376;PF00027;PF02353;PF08241;PF13649;PF00392;PF07729;PF07690;PF00440;PF02909;PF07992;PF13450;PF01494;PF13560;PF01381;PF11512;PF13483;PF12706;PF12802;PF13463;PF01047;PF12840;PF13412;PF13545;PF01636;PF07730;PF00072;PF08281;PF04545;PF00196;PF13412;PF13302;PF00583;PF04672;PF08327;PF10604;PF03364;PF00440;PF13384;PF11716;PF12867;PF07398;PF04978;PF12867;PF13560;PF09339;PF13404;PF00857;PF01978;PF13463;PF12802;PF01047
NC_003888.3	deepbgc	0.1.0	deepbgc	NC_003888.3_8563624-8572470.1	8563624	8572470	8846	7	12	0	0.52668	antibacterial	0.78	0.07	0.13	0.33		0.00	0.07	0.16	0.22	0.31	0.04	0.24	NC_003888.3_NC_003888.3_7636;NC_003888.3_NC_003888.3_7637;NC_003888.3_NC_003888.3_7638;NC_003888.3_NC_003888.3_7639;NC_003888.3_NC_003888.3_7640;NC_003888.3_NC_003888.3_7641;NC_003888.3_NC_003888.3_7642		PF02678;PF05726;PF14542;PF03795;PF12844;PF13560;PF01381;PF01381;PF13384;PF13542;PF04632;PF13515
